rank,char,pinyin,pinyin_no_accents,meaning,alternative,alternative2,trad1,trad2
2263,肿,zhǒng,zhong,"swollen; 肿瘤 zhǒngliú tumor; 红肿 red and swollen",,,腫,
2264,漆,qī,qi,"lacquer, paint; 油漆 yóuqī paint; 漆黑 qīhēi pitch-black",,,,
2265,怖,bù,bu,"fear, frightening; 恐怖 kǒngbù terror",,,,
2266,吾,wú,wu,"(=予 yǔ) <archaic> I, me",,,,
2267,吼,hǒu,hou,"roar, howl",,,,
2268,侨,qiáo,qiao,"华侨 Huáqiáo overseas Chinese; 侨胞 compatriots abroad",,,僑,
2269,叠,dié,die,"pile up, repeat; (折叠 zhédié) fold",,,疊,
2270,啸,xiào,xiao,"呼啸 hūxiào whistle, scream, whizz",,,嘯,
2271,罐,guàn,guan,"(罐头 guàntou) can; jar",,,,
2272,肆,sì,si,"(=四sì) four, (=肆意 sìyì) wantonly, <archaic> shop",,,,
2273,裙,qún,qun,"(裙子 qúnzi) skirt",,,,
2274,泣,qì,qi,"(=哭泣 kūqì) cry, weep, (=抽泣 chōuqì) sob",,,,
2275,胀,zhàng,zhang,"(=膨胀 péngzhàng) swell, expand",,,脹,
2276,赋,fù,fu,"(赋于) bestow on; compose; 赋税 taxes",,,賦,
2277,熬,áo,ao,"boil, stew; endure",,,,
2277,熬,āo,ao,"boil, cook in water",,,,
2278,趁,chèn,chen,"take advantage of; while; 趁机会 chèn jīhuì take advantage of an opportunity",,,,
2279,咳,hāi,hai,hey,,,,
2279,咳,ké,ke,"咳嗽 késou cough",,,,
2280,愉,yú,yu,"愉快 yúkuài delighted",,,,
2281,恳,kěn,ken,"诚恳 chéngkěn, 恳切 kěnqiè sincere; 恳求 plead",,,懇,
2282,辜,gū,gu,"辜负 gūfù let down, disappoint",,,,
2283,肌,jī,ji,"肌肉 jīròu muscle",,,,
2284,婴,yīng,ying,"(=婴儿 yīng'ér) baby, infant",,,嬰,
2285,羽,yǔ,yu,"(=羽毛 yǔmáo) feather; 羽毛球 yúmáoqiú badminton",,,,
2286,躬,gōng,gong,"<archaic> personally; bend at the waist",,,,
2287,毙,bì,bi,"execute (kill); 枪毙 qiāngbì execute by shooting",,,斃,
2288,拘,jū,ju,"(=拘留 jūliú) arrest, detain; 拘束 jūshù restrict; 拘谨 jūjiň overcautious",,,,
2289,叮,dīng,ding,"sting, bite; say/ask again, verify",,,,
2290,哇,wa,wa,"<sentence final particle like 啊 a>",,,,
2290,哇,wā,wa,"wah! (sound of crying)",,,,
2291,晴,qíng,qing,"(晴朗 qínglǎng) fine, sunny; 晴天霹雳 qíngtiānpīlì a bolt from the blue",,,,
2292,谜,mí,mi,"(谜语 míyǔ) riddle",,,謎,
2292,谜,mèi,mei,"谜儿 riddle",,,,
2293,淮,Huái,Huai,"a river in 河南 and 安徽",,,,
2294,旺,wàng,wang,"prosperous, flourishing; 旺盛 vigorous, exuberant",,,,
2295,逸,yì,yi,"leisure, escape; 安逸 ānyì comfortable, leisurely",,,,
2296,琼,qióng,qiong,"beautiful jade; 琼脂 agar",,,瓊,
2297,姜,jiāng,jiang,ginger,,,,
2298,呜,wū,wu,"(sound of whistling, zooming); 呜咽 wūyè sob, whimper",,,嗚,
2299,窜,cuàn,cuan,"flee, scurry; exile; change wording",,,竄,
2300,颁,bān,ban,"proclaim, (=颁发 bānfā) promulgate, issue",,,頒,
2301,薪,xīn,xin,"firewood, fuel, (=薪水 xīnshui) salary",,,,
2302,寨,zhài,zhai,"stockade, camp",,,,
2303,尿,niào,niao,,,,,
2303,尿,suī,sui,"urine, urinate",,,,
2304,颊,jiá,jia,"jaw; cheek",,,頰,
2305,逮,dài,dai,"逮捕 dàibǔ arrest",,,,
2305,逮,dǎi,dai,"catch; 猫逮老鼠 māo dǎi lǎoshǔ a cat catching a mouse",,,,
2306,卜,bǔ,bu,"fortune telling",,,,
2306,卜,bo,bo,"胡萝卜 húluóbo carrot",,,,
2307,昭,zhāo,zhao,"clear, obvious; 昭雪 zhāoxuě rehabilitate",,,,
2308,浸,jìn,jin,soak,,,,
2309,刮,guā,gua,"scrape; 刮胡子 guā húzi shave; (F颳) (wind) blow",,,,
2309,刮,kā,ka,"刮吃 kāchi 〈colloquial〉 scrape, sponge on",,,,
2310,宛,"wǎn] 宛如 wǎnrú just like; 宛然 wǎnrán as if; [yuān","wan] 宛如 wanru just like; 宛然 wanran as if; [yuan",大宛,,,,
2311,嘱,zhǔ,zhu,"(=嘱咐 zhǔfu) advise, enjoin, urge, exhort",,,囑,
2312,囊,náng,nang,"bag; 鼓鼓囊囊 gǔgunāngnāng bulging",,,,
2312,囊,nāng,nang,"囊膪 nāngchuài pork near the pig's nipples",,,,
2313,寓,yù,yu,"reside, live; 寓所 yùsuǒ residence; 寓言 fable, allegory",,,,
2314,驳,bó,bo,"contradict; 驳斥 bóchì denounce; 反驳 fǎnbó refute",,,駁,
2315,倡,chàng,chang,"倡议 chàngyì propose",,,,
2315,倡,chāng,chang,"倡优 chāngyōu entertainer",,,,
2316,浴,yù,yu,"(=沐浴 mùyù) take a bath; 浴室 yùshì bath/shower room",,,,
2317,咕,gū,gu,"coo, cluck (bird sounds)",,,,
2318,挪,nuó,nuo,"(挪动 nuódong) move; remove",,,,
2319,搏,bó,bo,"搏斗 bódòu fight, wrestle; 脉搏 màibó pulse",,,,
2320,蓬,péng,peng,"bitter fleabane, (=蓬松 péngsōng) fluffy, <classifier for clumps of bamboo, grass, etc.>; 蓬勃 péngbó vigorous",,,,
2321,晌,shǎng,shang,"part of the day; noon",,,,
2322,渠,qú,qu,"canal, ditch, channel; 渠道 irrigation ditch",,,,
2323,兜,dōu,dou,"pocket, bag",,,,
2324,喃,nán,nan,"喃喃 nánnán mutter",,,,
2325,夷,yí,yi,"<archaic> smooth; wipe out, raze",,,,
2326,沪,Hù,Hu,"name for 上海 Shanghai",,,滬,
2327,贱,jiàn,jian,"inexpensive, cheap, lowly, humble, worthless",,,賤,
2328,魄,pò,po,"气魄 qìpò boldness",,,,
2328,魄,bó,bo,落魄,,,,
2328,魄,tuò,tuo,落魄,,,,
2329,舵,duò,duo,"rudder; helm; 舵手 steersman, helmsman",,,,
2330,晰,xī,xi,"清晰 qīngxī clear, distinct",,,,
2331,僵,jiāng,jiang,"stiff; numb; deadlocked; 僵硬 stiff, rigid",,,,
2332,糕,gāo,gao,"pudding, (=蛋糕 dàngāo) cake",,,,
2333,裔,yì,yi,"<archaic> descendents, posterity; borderland",,,,
2334,秩,zhì,zhi,"秩序 zhìxù order, sequence",,,,
2335,倚,yǐ,yi,"(倚靠 yǐkào) lean on; rest against; rely on",,,,
2336,塌,tā,ta,"collapse; sink; calm down",,,,
2337,恍,huǎng,huang,"suddenly, as if",,,,
2338,钩,gōu,gou,"(钩子 gōuzi) hook",,,鉤,
2339,嘲,cháo,chao,"嘲笑 cháoxiào ridicule, laugh at; 嘲讽 cháofěng sneer at, taunt, mock; 嘲弄 cháonòng mock, deride",,,,
2340,傍,bàng,bang,"be close to; 傍晚 bàngwǎn toward evening, at nightfall",,,,
2341,裕,yù,yu,"abundant, affluent; 富裕 fùyù rich, wealthy, opulent",,,,
2342,煮,zhǔ,zhu,"boil, cook",,,,
2343,乳,rǔ,ru,"milk, breast; 哺乳 bǔrǔ breast-feed; 乳酪 rǔlào cheese",,,,
2344,勿,wù,wu,"do not!",,,,
2345,竖,shù,shu,"vertical, perpendicular; vertical stroke ""丨""",,,豎,
2346,惩,chéng,cheng,"chastise, punish, correct, repress; restrain oneself",,,懲,
2347,睹,dǔ,du,"look at, observe; 目睹 mùdǔ see with one's own eyes",,,,
2348,株,zhū,zhu,"tree-trunk; 守株待兔 shǒuzhūdàitù guarding a tree-trunk to wait for a rabbit",,,,
2349,绣,xiù,xiu,"embroider; 绣像 embroidered portrait",,,繡,
2350,妖,yāo,yao,"(妖魔 yāomó) demon; 妖娆 yāoráo charming, enchanting",,,,
2351,讶,yà,ya,"惊讶 amazed",,,訝,
2352,咖,kā,ka,"(used in transliterations) 咖啡 kāfēi coffee",,,,
2352,咖,gā,ga,"咖喱 gālí curry",,,,
2353,纲,gāng,gang,"fishing net rope; guiding principle; 纲领 program",,,綱,
2354,胎,tāi,tai,"foetus, birth, (=轮胎 lúntāi) tire (of a wheel)",,,,
2355,滨,bīn,bin,"海滨 seashore; 滨临 bīnlín to be close to (a body of water)",,,濱,
2356,耕,gēng,geng,"to plough, till",,,,
2357,嗤,chī,chi,sneer,,,,
2358,舱,cāng,cang,"(ship) cabin",,,艙,
2359,娱,yú,yu,"娱乐 yúlè amuse, amusement, recreation",,,娛,
2360,匪,fěi,fei,"(=土匪 tǔfěi) bandit, brigand, robber; 匪徒 fěitú gangster",,,,
2361,鸦,yā,ya,"乌鸦 wūyā crow; 鸦片 yāpiàn opium",,,鴉,
2362,胃,wèi,wei,"stomach; 胃口 wèikǒu appetite",,,,
2363,躁,zào,zao,"rash, impetuous",,,,
2364,狮,shī,shi,"(=狮子 shīzi) lion",,,獅,
2365,砰,pēng,peng,"bang (sound)",,,,
2366,妮,nī,ni,"妮儿 nīr girl",,,,
2367,凛,lǐn,lin,"cold; strict; afraid; shiver, tremble with cold or fear",,,凜,
2368,龟,guī,gui,"(乌龟) tortoise; 海龟 turtle",,,龜,
2368,龟,jūn,jun,"龟裂 jūnlì fissure (of parched earth)",,,,
2368,龟,Qiū,Qiu,"龟兹 Qiūcí Kucha, a historic town at the northern rim of the Taklamakan Desert",,,,
2369,裸,luǒ,luo,"裸体 luǒtǐ nude; 赤裸裸 stark-naked; 裸露 exposed",,,,
2370,嫣,yān,yan,"handsome, beautiful; 嫣红 bright red",,,,
2371,甫,fǔ,fu,"<archaic> only, curtesy name",,,,
2372,窑,yáo,yao,"kiln; (窑洞) cave dwelling",,,窯,
2373,塘,táng,tang,"dike, (=池塘 chítáng, =水塘 shuǐtáng) pool",,,,
2374,纤,xiān,xian,"纤维 fiber",,,纖,
2374,纤,qiàn,qian,"rope for towing boat",,,,
2375,宠,chǒng,chong,"love, bestow favor on",,,寵,
2376,链,liàn,lian,"(链子 liànzi) chain; 拉链 zipper; 铰链 hinge",,,鏈,
2377,拱,gǒng,gong,"arch, cup one hand in other before chest, push with no hands",,,,
2378,尹,yǐn,yin,"ancient title for government official; (surname)",,,,
2379,掘,jué,jue,"dig, excavate",,,,
2380,坝,bà,ba,"dam; dyke, embankment",,,壩,
2381,狭,xiá,xia,"(=狭窄 xiázhǎi, =狭隘 xiá'ài) narrow",,,狹,
2382,铭,míng,ming,"engrave, carve; 铭刻 míngkè inscription, engrave on one's mind 头",,,銘,
2383,淳,chún,chun,"淳朴 chúnpǔ honest, simple, unsophisticated",,,,
2384,沐,mù,mu,"wash one's hair; 沐浴 mùyù bathe",,,,
2385,馨,xīn,xin,"pervasive fragrance",,,,
2386,潘,Pān,Pan,"<family name>",,,,
2387,甩,shuǎi,shuai,"swing back and forth, toss, get rid of, leave behind",,,,
2388,榜,bǎng,bang,"posted list of names, announcement, notice; 榜样 example, model",,,,
2388,榜,bàng,bang,"(=搒) oar, whip, rod",,,,
2389,渊,yuān,yuan,"深渊 shēnyuān abyss",,,淵,
2390,羡,xiàn,xian,"羡慕 xiànmù envy, admire",,,,
2391,侮,wǔ,wu,"侮辱 wǔrǔ insult, humiliate",,,,
2392,卿,qīng,qing,"minister or high official in ancient times",,,,
2393,兀,wù,wu,"(书) towering; bald",,,,
2394,喧,xuān,xuan,"喧闹 make noise; 喧呼 xuānhū shout loudly",,,,
2395,履,lǚ,lǚ,shoes,,,,
2396,猴,hóu,hou,"(=猴子 hóuzi) monkey",,,,
2397,枉,wǎng,wang,"crooked; pervert; 冤枉 yuānwang do wrong, treat unjustly",,,,
2398,衬,chèn,chen,"line, to place underneath, lining; 衬衫 chènshān shirt",,,襯,
2399,畔,pàn,pan,"border of a field; shore, side, bank",,,,
2400,凳,dèng,deng,"stool, bench; 板凳",,,,
2401,缅,miǎn,mian,"remote, long ago; 缅甸 Miǎndiàn Burma",,,緬,
2402,弦,xián,xian,"string of musical instrument",,,,
2403,畜,xù,xu,"(=畜牧 xùmù) raise (domestiv animals)",,,,
2403,畜,chù,chu,"畜生 chùsheng beast",,,,
2404,粞,xī,xi,"smashed rice",,,,
2405,溢,yì,yi,"overflow; 洋溢 yángyì be permeated with",,,,
2406,搂,lǒu,lou,"hug; drag, pull",,,摟,
2406,搂,lōu,lou,"hold in the arms",,,,
2407,乞,qǐ,qi,"乞丐 qǐgài beggar; 乞讨 qǐtǎo beg",,,,
2408,旬,xún,xun,"a period of ten days; 上旬 shàngxún first ten days of a month",,,,
2409,缚,fù,fu,"tie up, bind",,,縛,
2410,灿,càn,can,"灿烂 cànlàn splendid, magnificent",,,燦,
2411,舆,yú,yu,"chariot; area; 舆论 yúlùn public opinion",,,輿,
2412,雁,yàn,yan,"大雁 dàyàn wild goose",,,,
2413,倦,juàn,juan,"(=疲倦 píjuàn) tired, weary",,,,
2414,酬,chóu,chou,"reward, payment; 酬谢 chóuxiè thank with a gift; 报酬 bàochou reward",,,,
2415,韵,yùn,yun,"tone, charm, appeal, (=押韵 yāyùn) rhyme; 韵文 yùnwén verse",,,韻,
2416,媚,mèi,mei,"妩媚 wǔmèi lovely; 明媚 radiant and enchanting",,,,
2417,堤,dī,di,"dyke; (堤岸 dī'àn) embankment",,,,
2418,攀,pān,pan,"climb; pull down; 攀登 pāndēng clamber up",,,,
2419,窃,qiè,qie,"窃听 qiètīng eavesdrop; 盗窃 dàoqiè steal",,,竊,
2420,嫩,nèn,nen,"tender, delicate, light, inexperienced",,,,
2421,遂,suì,sui,"satisy, fulfil, succeed; 遂心 suìxīn fulfill one's desire",,,,
2421,遂,suí,sui,"半身不遂 bànshēnbùsuí parlysis in half the body",,,,
2422,澄,chéng,cheng,"澄清 transparent, clear",,,,
2422,澄,dèng,deng,settle,,,,
2422,澄,dēng,deng,"黄澄澄 huángdēngdēng glistening yellow, golden",,,,
2423,侦,zhēn,zhen,"侦察 scout, reconnoitre; 侦探 detective",,,偵,
2424,陕,Shǎn,Shan,"陕西省 Shǎnxīshěng Shaanxi Province",,,陝,
2425,陋,lòu,lou,"丑陋 chǒulòu ugly",,,,
2426,笨,bèn,ben,"stupid; clumsy; cumbersome; 笨重 heavy, cumbersome",,,,
2427,匙,shi,shi,"钥匙 yàoshi key",,,,
2427,匙,chí,chi,spoon,,,,
2428,沫,mò,mo,"(=沫儿 mòr) foam, froth; 泡沫 pàomò foam, froth; 唾沫 tuòmo saliva",,,,
2429,耸,sǒng,song,"towering, lofty; alarm, shock; 高耸 gāosǒng stand tall",,,聳,
2430,踩,cǎi,cai,step,,,,
2431,酱,jiàng,jiang,"sauce, paste, jam; 酱油 jiàngyóu soy sauce; 花生酱 huāshēngjiàng peanut butter",,,醬,
2432,壶,hú,hu,"kettle, pot, bottle",,,壺,
2433,啡,fēi,fei,"咖啡 kāfēi coffee",,,,
2434,碌,lù,lu,"骨碌 roll; 忙碌 busy; 碌碌 mediocre",,,,
2434,碌,liù,liu,碌碡,,,,
2434,碌,lū,lu,,,,,
2435,痒,yǎng,yang,itch,,,癢,
2436,鄙,bǐ,bi,"I, me, my, vulgar; 鄙视 bǐshì despise, disdain",,,,
2437,壳,ké,ke,"shell, case",,,殼,
2437,壳,qiào,qiao,"shell, hard surface",,,,
2438,贞,zhēn,zhen,"(坚贞, 忠贞) loyal; virgin; ancient fortune-telling",,,貞,
2439,霉,méi,mei,"mold, mildew; 倒霉 dǎoméi have bad luck",,,,
2440,蠢,chǔn,chun,"(愚蠢 yúchǔn) stupid",,,,
2441,芦,lú,lu,"芦苇 lúwěi reed; 葫芦 húlu gourd",,,蘆,
2441,芦,lǔ,lu,,,,,
2442,胳,gē,ge,"胳膊 gēbo arm; 胳臂 gēbei arm",,,,
2442,胳,gé,ge,"胳肢 tickle",,,,
2442,胳,gā,ga,,,,,
2443,矣,yǐ,yi,"<grammatical particle similar to ""了"">",,,,
2444,焰,yàn,yan,"火焰 huǒyàn flame",,,,
2445,脊,jí,ji,"脊梁骨 jílianggǔ backbone",,,,
2445,脊,jǐ,ji,"屋脊 wūjǐ ridge of roof",,,,
2446,囚,qiú,qiu,"囚禁 qiújìn imprison; 囚犯 qiúfàn prisoner",,,,
2447,辅,fǔ,fu,"assist, complement; 辅导 fǔdǎo coach, tutor; 辅助 fǔzhù assist, auxiliary; 辅音 fǔyīn consonant",,,輔,
2448,账,zhàng,zhang,"account, credit, debt",,,賬,
2449,佐,zuǒ,zuo,assist,,,,
2450,僚,liáo,liao,"(=官僚 guānliáo) official, (=同僚 tóngliáo) colleague",,,,
2451,雀,què,que,sparrow,,,,
2451,雀,qiāo,qiao,"雀子 qiāozi freckle",,,,
2451,雀,qiǎo,qiao,"雀盲眼 qiǎomangyǎn night blindness",,,,
2452,撰,zhuàn,zhuan,"write, compose",,,,
2453,耍,shuǎ,shua,"play (role/tricks/etc.), play with, gamle, make fun of, <family name>",,,,
2454,枕,zhěn,zhen,"(枕头) pillow",,,,
2455,捡,jiǎn,jian,"pick up, gather, collect",,,撿,
2456,涵,hán,han,"(涵洞) culvert; 涵养 hányǎng self-control; conserve",,,,
2457,逗,dòu,dou,"stop, pause, tease, play with",,,,
2458,粪,fèn,fen,"excrement, manure",,,糞,
2459,朦,méng,meng,"朦胧 ménglóng dim moonlight, obscure",,,,
2460,肝,gān,gan,liver,,,,
2461,蒸,zhēng,zheng,"evaporate, (=蒸汽 zhēngqì) steam",,,,
2462,滥,làn,lan,"(=泛滥 fànlàn) overflow, flood; 滥用 lànyòng abuse",,,濫,
2463,筷,kuài,kuai,"(筷子) chopsticks",,,,
2464,溃,kuì,kui,"(dam) burst; break through; 崩溃 collapse; 溃疡 ulcer",,,潰,
2464,溃,huì,hui,,,,,
2465,隶,lì,li,"奴隶 núlì slave; 隶书 lìshū official script",,,隸,
2466,烤,kǎo,kao,"bake, roast, toast",,,,
2467,缸,gāng,gang,"jar, vat",,,,
2468,弓,gōng,gong,"bow; bend; 弓箭 gōngjiàn bow and arrow",,,,
2469,潭,tán,tan,"deep pool, pond",,,,
2470,旷,kuàng,kuang,"vast; to waste time; 旷野 wilderness",,,曠,
2471,哎,āi,ai,"(interjection:) hey; 哎呀 āiyā; 哎哟 āiyō",,,,
2471,哎,ēi,ei,,,,,
2472,峻,jùn,jun,"严峻 yánjùn stern; 峻岭 jùnlǐng high mountains",,,,
2473,爪,zhǎo,zhao,"claw, talon",,,,
2473,爪,zhuǎ,zhua,"爪子 claw, paw, talon",,,,
2474,怯,qiè,qie,"(胆怯 dǎnqiè) timid; cowardly; 羞怯 xiūqiè shy",,,,
2475,茂,mào,mao,"profuse, (=茂盛 màoshèng) luxuriant; 茂密 màomì dense",,,,
2476,芒,máng,mang,"awn, beard, arista, spike, sharp point",,,,
2476,芒,wáng,wang,"麦芒 màiwáng awn of wheat",,,,
2477,肢,zhī,zhi,"肢体 zhītǐ limbs; 四肢 the Four Limbs; 前肢 forelimb",,,,
2478,稻,dào,dao,"growing rice, paddy",,,,
2479,兔,tù,tu,"(兔子 tùzi) rabbit",,,,
2480,圾,jī,ji,"垃圾 lājī refuse, garbage",,,,
2480,圾,sè,se,"垃圾 lèsè refuse, garbage",,,,
2481,喻,yù,yu,"比喻 bǐyù analogy; 隐喻 yǐnyù metaphor",,,,
2482,框,kuàng,kuang,"frame; case; circle",,,,
2483,缴,jiǎo,jiao,"hand in, pay",,,繳,
2483,缴,zhuó,zhuo,"silk string attached to an arrow for shooting birds",,,,
2484,蹈,dǎo,dao,"skip; step; 舞蹈 wǔdǎo dance",,,,
2485,哨,shào,shao,"whistle; chirp; sentry post",,,,
2486,颖,yǐng,ying,"新颖 xīnyǐng new and original, novel",,,穎,
2487,菊,jú,ju,chrysanthemum,,,,
2488,喀,kā,ka,"(sound of coughing or vomiting)",,,,
2489,妆,zhuāng,zhuang,"adorn oneself; 妆奁 bride's trousseau",,,妝,
2490,淹,yān,yan,"flood; 淹死 drown",,,,
2491,瓷,cí,ci,"porcelain, china; 陶瓷 táocí ceramics",,,,
2492,淀,diàn,dian,"shallow water; (F澱) form sediment; settle; precipitate; 淀粉 diànfěn starch",,,,
2493,蜡,là,la,"wax, polish, yellowish, (=蜡烛 làzhú) candle",,,蠟,
2494,嚼,jué,jue,"咀嚼 jǔjué chew",,,,
2494,嚼,jiáo,jiao,chew,,,,
2494,嚼,jiào,jiao,倒嚼,,,,
2495,剂,jì,ji,dose,,,劑,
2496,逛,guàng,guang,"stroll, ramble, roam",,,,
2497,骤,zhòu,zhou,"gallop; 步骤 bùzhòu procedure; 骤然 zhòurán suddenly",,,驟,
2498,暑,shǔ,shu,"hot weather; 暑假 (shǔjià) summer vacation",,,,
2499,襟,jīn,jin,"front of garment, bros. in law; 衣襟 yījīn front of Chinese jacket",,,,
2500,庐,lú,lu,"hut, cottage",,,廬,
2501,苹,píng,ping,"苹果 píngguǒ apple",,,蘋,
2502,晒,shài,shai,"roast in sun",,,曬,
2503,悼,dào,dao,"追悼, 悼念, 哀悼 mourn, grieve",,,,
2504,昧,mèi,mei,"no sun; dark; obscure; hidden; to feign",,,,
2505,拢,lǒng,long,"approach; hold together; comb (hair)",,,攏,
2506,函,hán,han,"letter; 函件 hánjiàn correspondence; 函数 fánshù (math) function",,,,
2507,胧,lóng,long,"朦胧 ménglóng dim moonlight; obscure",,,朧,
2507,胧,lōng,long,,,,,
2508,胶,jiāo,jiao,"glue, gum, rubber, stick, sticky",,,膠,
2509,抒,shū,shu,"express, convey; 各抒己见",,,,
2510,乒,pīng,ping,"pīng on. crack (of rifle/etc.); 乒乓 pīngpāng pingpong",,,,
2511,讽,fěng,feng,"讽刺 satirize, mock",,,諷,
2512,歹,dǎi,dai,"bad, evil, vicious",,,,
2513,旱,hàn,han,"dry land; drought",,,,
2514,葡,pú,pu,"葡萄 pútao grape; 葡萄酒 pútaojiǔ grape wine",,,,
2515,惟,wéi,wei,"only, alone, think, ponder, 惟一 wéiyī only, sole",,,,
2516,拣,jiǎn,jian,"choose, select, pick out",,,揀,
2517,耿,gěng,geng,"耿耿 gěnggěng brilliant; dedicated; 耿直 gěngzhí upright",,,,
2518,廿,niàn,nian,"twenty (same as 二十 èrshí)",,,,
2519,桩,zhuāng,zhuang,"stake, pile; (量): 一桩大事",,,樁,
2520,乙,yǐ,yi,"2nd in sequence",,,,
2521,谣,yáo,yao,"ballad; 谣言 yáoyán rumor, hearsay",,,謠,
2522,坠,zhuì,zhui,"fall; weigh down; 坠子 zhuìzi weight; ear pendant; ballad",,,墜,
2523,滞,zhì,zhi,"stagnant, sluggish",,,滯,
2524,孕,yùn,yun,"怀孕 pregnant; 受孕 conceive; 避孕 contraception",,,,
2525,诵,sòng,song,"背诵 recite from memory",,,誦,
2526,梳,shū,shu,"(梳子) comb; to comb",,,,
2527,冈,gāng,gang,"ridge of a hill",,,岡,
2528,肺,fèi,fei,"(=肺脏 fèizàng) lung",,,,
2529,丸,wán,wan,"pill, pellet, ball",,,,
2530,霜,shuāng,shuang,"(=霜冻 shuāngdòng) frost",,,,
2531,汁,zhī,zhi,"(=汁液 zhīyè) juice; 果汁 guǒzhī fruit juice",,,,
2532,纱,shā,sha,"yarn; 绵纱 miánshā cotton yarn",,,紗,
2533,衔,xián,xian,"hold in mouth; hold inside; rank; 军衔 military rank",,,銜,
2534,腻,nì,ni,"greasy, oily; smooth; (腻烦 nìfan) disgusted, fed up",,,膩,
2535,甸,diàn,dian,"(ancient) suburb; pasture",,,,
2535,甸,diān,dian,"沉甸甸 chéndiāndiān heavy",,,,
2536,啤,pí,pi,"啤酒 píjiǔ beer",,,,
2537,坎,kǎn,kan,"bank, ridge",,,,
2538,稼,jià,jia,"to plant, (=庄稼 zhuāngjia) crops",,,,
2539,禾,hé,he,"grain; 禾苗 hémiáo seedlings",,,,
2540,愣,lèng,leng,"distracted, stupified",,,,
2540,愣,lēng,leng,,,,,
2541,脂,zhī,zhi,"(=油脂 yóuzhī) oil, grease; 脂肪 zhīfáng fat, grease",,,,
2542,萄,táo,tao,"葡萄 pútao grape",,,,
2543,捞,lāo,lao,"dredge for, fish for, scoop up out of water",,,撈,
2544,搅,jiǎo,jiao,"disturb, annoy, (=搅拌) stir, mix, agitate,",,,攪,
2545,屑,xiè,xie,"fragments, bits and pieces; minute; trivial",,,,
2546,伞,sǎn,san,"(雨伞) umbrella; 跳伞, 降落伞 parachute",,,傘,
2547,蝶,dié,die,"蝴蝶 húdié butterfly; 蝶蛹 diéyǒng chrysalis",,,,
2548,铸,zhù,zhu,"(铸造) casting, founding",,,鑄,
2549,躯,qū,qu,"身躯 body, stature; 躯体 body",,,軀,
2550,稚,zhì,zhi,"young, immature, childish; 稚气 zhìqì childishness",,,,
2551,腥,xīng,xing,"flesh; fishy; 腥臭 xīngchòu rancid, stinking",,,,
2552,藤,téng,teng,"cane, rattan; vine",,,,
2553,陡,dǒu,dou,"steep; suddenly; 陡峭 dǒuqiào precipitous",,,,
2554,烫,tàng,tang,"hot (burning hot to the touch, cf. 热 rè)",,,燙,
2555,梨,lí,li,"pear; 凤梨 pineapple",,,,
2556,哦,ó,o,,,,,
2556,哦,ò,o,Oh!,,,,
2556,哦,é,e,"softly chant",,,,
2557,浆,jiāng,jiang,"syrup, starch",,,漿,
2557,浆,jiàng,jiang,"(=糨 jiàng) thick (of porridge etc.)",,,,
2558,僻,pì,pi,"僻静 pìjìng secluded; 偏僻 piānpì out-of-the way",,,,
2559,坊,fāng,fang,lane,,,,
2559,坊,fáng,fang,"workshop, mill",,,,
2560,焉,yān,yan,"心不在焉 absent-minded",,,,
2561,隙,xì,xi,"gap; crack; rift; loophole",,,,
2562,淘,táo,tao,"wash, clean; 淘气 táoqì naughty; 淘汰 táotài eliminate",,,,
2563,垮,kuǎ,kua,"collapse, break down",,,,
2564,滔,tāo,tao,"滔滔 tāotāo torrential; 滔滔不绝 talk on and on",,,,
2565,酿,niàng,niang,"brew, ferment, wine, (=酿成 niàngchéng) result in, breed",,,釀,
2566,鹅,é,e,"goose; 企鹅 qǐ'é penguin",,,鵝,
2567,兹,zī,zi,"<archaic> this; now; year",,,茲,
2567,兹,cí,ci,龟兹,,,,
2568,捣,dǎo,dao,"pound, beat; harass; 捣乱 dǎoluàn make a disturbance",,,搗,
2569,栋,dòng,dong,ridgepole,,,棟,
2570,瑰,guī,gui,,,,,
2570,瑰,gui,gui,"玫瑰 méigui rose",,,,
2571,敞,chǎng,chang,"spacious; open",,,,
